Trial,calltype,rms,maxAmp,meanS,stdS,skewS,kurtS,entS,q1,q2,q3,meanT,stdT,skewT,kurtT,entT
feederclick,feeder,25.35362,45.30484,5438.949,4076.774,1.682531,4.755735,0.762705,3000,3562.5,6562.5,0.21266,0.122395,0.227468,2.15038,0.987272
feederclick,feeder,25.31667,42.69417,5004.667,3563.861,1.988802,6.252146,0.743278,3000,3562.5,5062.5,0.282084,0.139077,-0.36584,1.905339,0.98964
feederclick,feeder,25.55887,42.69271,5002.55,3563.625,1.998847,6.280465,0.741205,3000,3562.5,5062.5,0.239165,0.132046,0.153773,2.131976,0.989295
feederclick,feeder,38.91576,99.88134,8341.255,5658.187,0.550844,1.744143,0.879026,3375,7125,15375,0.287556,0.139455,-0.31916,1.947117,0.972494
feederclick,feeder,33.84096,99.83862,7853.629,5547.476,0.702999,1.950894,0.869935,3187.5,5625,14812.5,0.377842,0.196601,-0.10208,2.096798,0.97821
feederclick,feeder,30.95464,94.05529,8241.256,5807.244,0.657073,1.999147,0.878549,3187.5,8437.5,16875,0.262533,0.137363,-0.11475,1.920174,0.980686
feederclick,feeder,34.48248,96.98056,10018.61,5801.238,0.008556,1.485308,0.901657,3750,12375,15750,0.348132,0.213138,0.10516,1.824066,0.976955
feederclick,feeder,26.14997,56.09725,6559.99,4340.783,0.999237,3.025544,0.858294,3187.5,4500,10125,0.417105,0.221383,-0.27603,1.809456,0.989585
feederclick,feeder,44.70689,126.7028,8932.86,5695.159,0.358018,1.716997,0.895063,3375,9750,16125,0.270387,0.134018,-0.17951,2.000224,0.97145
feederclick,feeder,19.04423,36.47603,5651.038,4119.885,1.361612,3.74401,0.809116,2812.5,3562.5,8062.5,0.255043,0.141092,-0.04094,1.87625,0.99632
feederclick,feeder,20.15496,46.59227,5714.139,4039.084,1.286651,3.592991,0.817195,2812.5,3562.5,8625,0.252514,0.138704,-0.04416,1.898223,0.993506
feederclick,feeder,20.10021,40.55651,5518.262,3894.593,1.442669,4.155281,0.814535,2812.5,3562.5,7500,0.394888,0.219564,-0.11564,1.783788,0.996517
feederclick,feeder,18.52424,19.22255,4714.586,3434.42,2.148271,7.096338,0.751938,2812.5,3375,4875,0.252389,0.144538,-0.0193,1.796543,0.998799
feederclick,feeder,19.14026,22.62516,4650.099,3287.08,2.260648,7.921916,0.756689,2812.5,3375,4875,0.2533,0.142713,0.01545,1.847595,0.997375
feederclick,feeder,20.72825,59.42405,5295.307,3870.242,1.64015,4.726546,0.795475,2812.5,3562.5,6375,0.399431,0.22749,-0.07242,1.757482,0.992599
feederclick,feeder,21.76434,54.35159,5905.401,4216.113,1.294179,3.496402,0.829198,3000,3750,7875,0.245123,0.138988,0.059939,1.935552,0.99123
feederclick,feeder,47.52619,108.5005,7019.209,4675.652,0.87552,2.618883,0.854502,3000,6000,9375,0.280556,0.145904,-0.33204,1.843153,0.981618
feederclick,feeder,36.3841,90.08986,6936.125,4587.953,0.872242,2.773929,0.862321,2812.5,6562.5,9562.5,0.275361,0.129102,-0.36501,2.090643,0.975194
feederclick,feeder,27.22809,62.3807,8090.609,5738.465,0.687408,1.995967,0.872751,3187.5,6187.5,14250,0.252502,0.140527,-0.02444,1.77328,0.98706
feederclick,feeder,23.88798,49.58793,7222.785,5435.069,0.919655,2.391001,0.845813,3000,4125,11812.5,0.250529,0.135732,-0.01498,1.939624,0.990214
feederclick,feeder,46.91962,111.6004,6763.49,4384.302,1.052751,3.15507,0.855684,3187.5,5812.5,9000,0.276628,0.128986,-0.48253,2.193879,0.969953
feederclick,feeder,43.98082,105.8035,6080.029,4457.362,1.38301,3.844958,0.813498,3000,3750,8062.5,0.291358,0.124182,-0.61605,2.344304,0.965293
feederclick,feeder,25.47522,57.36814,6456.52,4859.982,1.215724,3.123994,0.835957,3187.5,3750,9375,0.265928,0.134267,-0.18056,1.931052,0.988639
feederclick,feeder,28.19125,65.79992,8443.35,5505.186,0.404759,1.593303,0.891319,3375,7125,14812.5,0.253845,0.135397,-0.0434,1.912279,0.983965
feederclick,feeder,23.01207,50.02243,6557.264,4870.113,1.048742,2.661336,0.828845,3000,3750,9750,0.257996,0.134857,-0.10852,1.958107,0.990547
feederclick,feeder,42.80126,73.9002,4580.718,3626.793,2.279703,7.686267,0.721728,2625,3000,4500,0.236608,0.136078,0.125739,1.96235,0.984492
feederclick,feeder,30.96629,54.85851,6757.384,4839.213,1.143336,3.056598,0.869132,3187.5,4500,9562.5,0.253065,0.143947,-0.03401,1.759119,0.993358
feederclick,feeder,46.62317,128.0975,6863.779,3991.525,0.961172,3.556649,0.830865,3375,7125,9000,0.278205,0.123465,-0.46521,2.268368,0.962753
feederclick,feeder,53.92244,141.4523,6830.366,4530.095,0.976205,2.832228,0.815012,3187.5,5062.5,9000,0.291982,0.115434,-0.72129,2.751722,0.955035
feederclick,feeder,37.07724,82.3478,7075.614,4875.796,0.930444,2.549754,0.868338,3187.5,4875,11250,0.269786,0.136023,-0.07651,1.857296,0.979753
feederclick,feeder,47.60619,120.7759,11586.47,5161.328,-0.60186,1.990983,0.881403,8437.5,13125,15750,0.259753,0.128475,-0.17194,1.987513,0.962596
feederclick,feeder,42.72069,99.81354,11899.06,5673.265,-0.55001,1.800908,0.890948,6000,14437.5,16500,0.257065,0.1307,-0.16172,2.032304,0.970833
feederclick,feeder,22.7536,36.132,5159.876,3699.878,1.914204,5.954207,0.75439,3000,3562.5,5812.5,0.181577,0.098351,0.134213,2.032538,0.993447
feederclick,feeder,21.57857,35.11454,5296.62,3785.274,1.791167,5.602326,0.80058,2812.5,3562.5,6750,0.259108,0.140577,-0.10319,1.830643,0.995341
feederclick,feeder,33.57945,87.54481,6917.472,4697.454,0.953135,2.674964,0.837391,3187.5,4500,9562.5,0.232506,0.141411,0.079359,1.815273,0.978425
feederclick,feeder,34.86601,74.99088,6552.884,4378.63,1.003312,2.836578,0.846397,3187.5,4125,9750,0.268996,0.135062,-0.17009,1.876834,0.98223
feederclick,feeder,31.50376,72.69759,6059.753,4199.335,1.429616,4.200142,0.830788,3187.5,3937.5,8250,0.348687,0.206782,0.142314,1.970371,0.985119
feederclick,feeder,27.03805,58.34115,5818.451,4249.764,1.545971,4.359807,0.813395,3000,3562.5,7687.5,0.216211,0.148586,0.254111,1.712241,0.987101
feederclick,feeder,36.51537,76.02992,6108.195,4731.183,1.47948,3.822495,0.767987,3187.5,3562.5,7875,0.233683,0.109367,-0.38126,1.986725,0.977216
feederclick,feeder,33.06415,75.65164,6891.682,4914.405,1.066437,2.941181,0.866517,3187.5,4875,10500,0.23667,0.134664,0.065279,1.95203,0.981674
feederclick,feeder,26.91122,53.01539,5899.181,4329.701,1.492327,4.134624,0.815289,3187.5,3750,8250,0.263111,0.134991,-0.14958,1.919085,0.989001
feederclick,feeder,52.78016,119.9134,6821.567,3970.044,0.832033,2.989157,0.821234,3375,7125,8812.5,0.247859,0.11932,-0.06202,2.331363,0.960502
feederclick,feeder,48.53106,105.9258,8071.689,5007.73,0.369083,1.688172,0.848764,3187.5,7687.5,12187.5,0.258147,0.12014,-0.20096,2.261362,0.968233
feederclick,feeder,52.02847,128.9538,8892.079,5353.808,0.153612,1.500254,0.868851,3187.5,9000,14062.5,0.282424,0.120607,-0.51597,2.340234,0.955497
feederclick,feeder,20.42426,41.07,5417.276,3979.025,1.637006,4.84329,0.792752,2812.5,3562.5,7500,0.390455,0.217181,-0.08027,1.839724,0.995524
feederclick,feeder,46.12829,98.66414,8472.002,5200.382,0.343388,1.702127,0.898397,3187.5,8062.5,12750,0.272968,0.127632,-0.34562,2.06797,0.969078
feederclick,feeder,20.4367,26.81701,4425.187,3085.504,2.527876,9.462774,0.725916,2812.5,3375,4312.5,0.258817,0.135848,-0.1387,1.955932,0.995898
feederclick,feeder,20.01607,27.54846,4473.288,3149.541,2.387944,8.726843,0.735718,2812.5,3187.5,4687.5,0.261135,0.140162,-0.1691,1.867708,0.996152
feederclick,feeder,21.34717,27.45659,4531.635,3252.746,2.310689,8.093673,0.738456,2812.5,3187.5,4687.5,0.259765,0.138841,-0.14387,1.893527,0.99611
feederclick,feeder,21.51003,27.03089,4422.307,3104.063,2.480465,9.104549,0.726595,2812.5,3187.5,4312.5,0.265105,0.139249,-0.22834,1.880079,0.995243
feederclick,feeder,19.81149,25.58955,4772.404,3363.91,2.085193,7.015775,0.756089,2812.5,3375,5250,0.254774,0.141887,-0.04141,1.814864,0.997402
feederclick,feeder,19.82874,25.62227,4769.465,3351.685,2.091132,7.064615,0.757078,2812.5,3375,5250,0.253759,0.141232,-0.03671,1.814849,0.99712
feederclick,feeder,21.00127,32.99363,4346.562,2989.438,2.66628,10.21,0.712735,2812.5,3375,4125,0.402874,0.217407,-0.24398,1.776739,0.9945
feederclick,feeder,78.82637,231.2683,8063.213,4860.891,0.722773,2.190012,0.884646,4125,6187.5,13125,0.285027,0.128614,-0.29666,1.990058,0.92663
feederclick,feeder,68.51662,208.1394,7186.525,4696.54,1.003769,2.63021,0.857861,3750,4687.5,9937.5,0.301112,0.136402,-0.43199,2.119338,0.944366
feederclick,feeder,92.78471,315.9957,5275.781,2683.438,2.551782,11.16449,0.765594,3937.5,4687.5,5812.5,0.271866,0.154954,-0.47459,1.678451,0.919768
feederclick,feeder,65.34677,200.7863,11173.97,4728.632,-0.15782,1.968018,0.861501,8625,9937.5,15937.5,0.098372,0.072814,0.915821,2.593183,0.913669
feederclick,feeder,26.95412,55.9427,5375.562,3456.548,1.793108,5.831905,0.81668,3000,4125,6187.5,0.403,0.208678,-0.16537,1.957649,0.988396
feederclick,feeder,77.7564,228.716,6460.442,4022.857,1.392433,4.095023,0.83996,3750,4687.5,8625,0.230174,0.131589,0.041243,1.835897,0.952511
feederclick,feeder,71.22591,197.6658,8646.213,5491.737,0.412676,1.642645,0.857674,3187.5,7687.5,13875,0.265922,0.119835,-0.32072,2.084763,0.941572
feederclick,feeder,27.58206,81.46019,5245.713,3370.63,1.839931,6.392908,0.79891,3000,3750,6562.5,0.417185,0.216844,-0.266,1.817569,0.98768
feederclick,feeder,45.5255,125.4431,9711.089,5113.553,-0.08571,1.599037,0.884189,3937.5,9562.5,15000,0.213853,0.127751,0.040415,1.845281,0.961673
feederclick,feeder,19.02331,37.01353,4950.337,3680.801,1.995167,6.282681,0.770205,2812.5,3375,5437.5,0.377487,0.214255,-0.02648,1.793759,0.996864
feederclick,feeder,30.57882,82.95897,5744.374,3689.084,1.418359,4.416414,0.837766,3000,4312.5,7687.5,0.266293,0.139765,-0.1138,1.848863,0.982923
feederclick,feeder,51.76663,114.592,8401.493,5670.572,0.38859,1.505005,0.833593,3187.5,7875,14625,0.268619,0.131083,-0.19676,2.05541,0.967336
feederclick,feeder,51.65657,114.4546,8453.607,5755.113,0.374874,1.461652,0.828769,3000,7687.5,15000,0.248069,0.129326,0.001929,2.008155,0.965125
feederclick,feeder,26.17561,46.98142,5814.536,3968.906,1.45844,4.367023,0.838935,3000,4125,7500,0.425471,0.219379,-0.30342,1.825833,0.990806
feederclick,feeder,44.23822,107.4266,4619.067,2977.596,2.224042,8.195516,0.757598,2812.5,3375,4875,0.288873,0.138041,-0.35065,1.827007,0.971141
feederclick,feeder,47.69604,117.5089,9631.825,5175.779,0.004621,1.661515,0.911496,3937.5,11250,14437.5,0.270736,0.125977,-0.31357,2.098924,0.962834
feederclick,feeder,87.12776,398.224,5977.459,3362.216,1.807669,5.555748,0.777669,4125,4875,5812.5,0.45407,0.189584,-0.6942,2.601226,0.920876
feederclick,feeder,25.19907,38.47994,4721.963,3629.535,2.17225,6.805797,0.701582,2812.5,3187.5,4125,0.263314,0.133723,-0.14184,2.064473,0.990854
feederclick,feeder,48.1189,106.6243,6084.302,4342.741,1.360952,3.710105,0.800166,3000,3937.5,8250,0.277336,0.125778,-0.33993,2.041134,0.960007
feederclick,feeder,43.72483,99.9122,6758.366,4894.134,1.004161,2.847811,0.815966,3000,3937.5,9562.5,0.279462,0.129657,-0.34426,2.154207,0.97139
feederclick,feeder,45.29914,99.75702,6395.6,4823.592,1.142214,3.09909,0.79947,3000,3562.5,9375,0.280587,0.132689,-0.24551,2.12833,0.972466
feederclick,feeder,23.48996,61.84778,5497.575,4049.881,1.765527,5.261965,0.807343,3000,3562.5,6375,0.368391,0.192875,-0.20544,1.859803,0.991786
feederclick,feeder,29.71929,61.72923,5231.736,4053.029,1.948227,5.838268,0.754177,3000,3375,5625,0.267,0.138208,-0.20948,1.879052,0.986942
feederclick,feeder,55.51233,134.821,7509.821,4538.276,0.767024,2.504218,0.87541,3375,6375,11437.5,0.254117,0.11582,-0.19848,2.183796,0.972339
feederclick,feeder,84.18407,307.6419,6620.775,4199.516,1.262143,3.647203,0.84975,3562.5,4875,8812.5,0.274406,0.121146,-0.19281,2.276882,0.931834
feederclick,feeder,22.29678,28.53185,4716.703,3425.457,2.171835,7.175064,0.73292,2812.5,3187.5,4875,0.264048,0.13675,-0.20967,1.950422,0.994481
feederclick,feeder,22.71432,57.68905,4936.39,3426.036,2.116164,6.909948,0.770011,3000,3750,5437.5,0.399677,0.218912,-0.19081,1.749251,0.989652
feederclick,feeder,33.35932,75.47456,4340.019,3015.443,2.626555,9.634716,0.678908,3000,3187.5,4125,0.272106,0.149711,-0.05788,1.789732,0.97741
feederclick,feeder,22.33447,41.40079,6334.683,4802.166,1.133643,2.880432,0.837551,2812.5,3750,9000,0.260256,0.141976,-0.07746,1.830679,0.992554
feederclick,feeder,25.86778,44.44967,5919.261,4284.616,1.226027,3.327897,0.845779,2812.5,3750,8437.5,0.252099,0.148144,-0.07532,1.710683,0.989778
feederclick,feeder,26.85954,73.7442,5943.233,4611.268,1.594112,4.298952,0.809106,3000,3937.5,7125,0.214257,0.110286,-0.08449,2.016431,0.982008
humanclick,human_click,13.339,26.93432,23258.26,10259.77,0.214682,1.543082,0.934532,17812.5,35250,43500,0.386401,0.216623,-0.08234,1.782727,0.997541
humanclick,human_click,13.85907,26.97003,21937.64,10087,0.416409,1.699844,0.931059,15750,32250,42750,0.38545,0.214829,-0.0548,1.848237,0.997121
humanclick,human_click,13.84488,26.97829,21780.77,10089.45,0.440603,1.720637,0.928678,15375,31687.5,42750,0.374247,0.211205,0.016387,1.833747,0.996924
humanclick,human_click,11.9739,10.8182,25690.34,10105.22,-0.15036,1.536191,0.944707,24187.5,38250,44625,0.248497,0.144669,0.027703,1.798399,0.999803
humanclick,human_click,18.00089,50.25958,17492.14,8645.891,1.273974,3.386259,0.861101,11437.5,16125,36187.5,0.400453,0.227199,-0.06471,1.707774,0.988316
humanclick,human_click,11.82268,11.16304,25620.59,10310.92,-0.14822,1.5074,0.942495,23625,38062.5,44625,0.363022,0.207718,-0.00715,1.807369,0.999839
humanclick,human_click,11.91751,12.47855,25344.77,10395.6,-0.11432,1.489234,0.942639,23062.5,38062.5,44437.5,0.455405,0.260682,-0.0095,1.799741,0.999794
humanclick,human_click,16.44486,27.00753,20052.37,9315.819,0.836272,2.295859,0.904225,13687.5,21187.5,39562.5,0.24289,0.14804,0.04194,1.782147,0.994437
humanclick,human_click,21.76639,43.56316,19541.61,6637.835,1.164818,4.41525,0.86644,15750,18937.5,23812.5,0.257148,0.141647,-0.03823,1.91797,0.989029
humanclick,human_click,24.14662,43.55734,18944.75,6528.402,1.186558,4.603428,0.869948,15000,18750,23062.5,0.249276,0.147038,-0.00699,1.721004,0.984969
humanclick,human_click,20.10871,39.24029,19034.34,7774.885,1.076589,3.452631,0.901029,13875,18562.5,30562.5,0.24247,0.143684,0.03834,1.780404,0.988295
humanclick,human_click,18.38447,54.04554,19766.77,8291.147,1.012203,2.939047,0.887038,14250,19875,36937.5,0.241836,0.135812,0.109107,2.015966,0.985428
humanclick,human_click,11.88982,11.90415,25514.31,10363.65,-0.13795,1.503801,0.942836,23625,38062.5,44437.5,0.249519,0.143576,0.010891,1.810405,0.999729
humanclick,human_click,12.05576,16.26026,24849.64,10424.98,-0.04211,1.466832,0.940046,21187.5,37500,44250,0.250145,0.142969,0.004882,1.828743,0.999179
humanclick,human_click,25.4186,44.70163,18155.32,7392.314,1.209757,3.754039,0.898381,13125,16687.5,24937.5,0.246937,0.150847,0.082364,1.79987,0.98322
humanclick,human_click,16.7545,24.16481,19165.06,8777.624,0.96386,2.673618,0.911156,13500,18000,36375,0.258694,0.137778,-0.22237,1.967221,0.991338
humanclick,human_click,11.35953,13.10665,24901.43,10046.35,-0.03577,1.510236,0.94541,21187.5,36562.5,44250,0.247872,0.144299,0.025409,1.782591,0.999334
humanclick,human_click,19.22184,73.79026,18196.38,8470.909,1.148281,3.158847,0.830609,14437.5,15750,32062.5,0.336668,0.229922,0.130891,1.726236,0.98153
humanclick,human_click,14.22283,15.95294,22140.77,10037.48,0.415408,1.687142,0.937353,15562.5,32437.5,43125,0.252186,0.144245,-0.0196,1.779648,0.998818
humanclick,human_click,13.27202,14.31442,23216.79,10286.34,0.205182,1.53715,0.943935,18000,36000,44437.5,0.370503,0.218598,0.00705,1.775528,0.999284
humanclick,human_click,12.27994,11.6748,25719.17,10227.81,-0.16461,1.528568,0.943543,24562.5,38437.5,44812.5,0.453949,0.261477,0.001936,1.797723,0.999843
humanclick,human_click,12.91865,13.76423,23402.2,10337.54,0.174565,1.505415,0.941167,18562.5,37125,44625,0.179246,0.101654,-0.03786,1.787982,0.999306
humanclick,human_click,13.48889,17.40318,22511.55,10158.63,0.34089,1.612314,0.939895,16312.5,34687.5,43687.5,0.359701,0.215818,0.098123,1.79719,0.998408
humanclick,human_click,12.54505,14.2913,24718.37,10176.41,-0.00156,1.49795,0.94612,21750,37875,44812.5,0.372229,0.216428,0.023939,1.791037,0.999446
humanclick,human_click,12.62285,17.15955,24325.77,10232.1,0.084873,1.462027,0.934902,20062.5,37500,44437.5,0.255184,0.146402,-0.00155,1.79006,0.998452
humanclick,human_click,12.4683,17.56057,24694.01,10204.61,0.016027,1.478854,0.940143,21562.5,37875,44625,0.375541,0.215851,-0.00804,1.804358,0.99935
humanclick,human_click,24.52736,40.01224,19517.58,8580.281,0.824943,2.537847,0.920539,13125,19312.5,33000,0.363828,0.209132,0.050871,1.858149,0.986596